original_title,release_year,director,production_companies,genres,budget (millions),revenue (millions),profit (millions),roi,popularity,vote_average,vote_count
"Paris, Texas",1984,Wim Wenders,Channel Four Films|Pro-ject Filmproduktion|Argos Films|Westdeutscher Rundfunk (WDR)|Road Movies Filmproduktion,Drama,1.746964,2.18,0.4330360000000002,0.25,0.52,7.4,146
Body Double,1984,Brian De Palma,Columbia Pictures Corporation|Delphi II Productions,Mystery|Thriller,10.0,8.8,-1.1999999999999993,-0.12,0.52,6.1,58
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,W.D. Richter,Sherwood Productions,Comedy|Science Fiction,0.0,0.0,0.0,,0.51,6.2,47
City Heat,1984,Richard Benjamin,"Warner Bros.|Deliverance Productions|Malpaso Company, The",Action|Comedy|Crime,25.0,38.35,13.350000000000001,0.53,0.5,5.2,24
Dreamscape,1984,Joseph Ruben,Weintraub Entertainment Group|Zupnik-Curtis Enterprises|Chevy Chase Films,Adventure|Horror|Science Fiction|Thriller,0.0,12.15,12.15,,0.5,5.8,23
The Bounty,1984,Roger Donaldson,Dino De Laurentiis Company,Action|Drama|History,8.6,0.0,-8.6,-1.0,0.49,6.0,50
The Cotton Club,1984,Francis Ford Coppola,Orion Pictures|PSO International|Totally Independent,Music|Drama|Crime|Romance,58.0,25.93,-32.07,-0.55,0.49,6.1,37
Trancers,1984,Charles Band,Empire Pictures|# Lexyn Productions|Lexyn Productions,Horror|Science Fiction|Crime,0.0,0.0,0.0,,0.47,5.6,15
The Muppets Take Manhattan,1984,Frank Oz,"TriStar Pictures|Jim Henson Company, The|Delphi II Productions",Romance|Comedy|Family,8.0,0.0,-8.0,-1.0,0.47,6.1,52
Top Secret!,1984,Jim Abrahams|David Zucker|Jerry Zucker,Paramount Pictures,Comedy,9.0,20.46,11.46,1.27,0.45,6.8,117
Against All Odds,1984,Taylor Hackford,Columbia Pictures,Action|Adventure|Crime|Drama|Mystery,0.0,0.0,0.0,,0.38,5.4,14
Blame It on Rio,1984,Stanley Donen,Sherwood,Comedy|Romance,0.0,0.0,0.0,,0.38,6.1,19
Stranger Than Paradise,1984,Jim Jarmusch,Unknown,Comedy|Drama,0.0,0.0,0.0,,0.27,6.9,51
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,Hugh Hudson,Warner Bros.|Edgar Rice Burroughs Inc.,Adventure|Drama|Action|Romance,0.0,45.86,45.86,,0.37,6.2,54
Birdy,1984,Alan Parker,TriStar Pictures,Drama|History,0.0,0.0,0.0,,0.37,6.8,49
Purple Rain,1984,Albert Magnoli,Warner Bros.|Water|Purple Films,Drama|Music|Romance,7.2,68.39,61.19,8.5,0.37,6.9,39
Falling in Love,1984,Ulu Grosbard,Paramount Pictures,Drama|Romance,0.0,11.13,11.13,,0.36,6.0,29
Missing in Action,1984,Joseph Zito,Cannon Group,Action|Adventure|Thriller|War,2.55,22.81,20.259999999999998,7.95,0.36,5.1,50
All of Me,1984,Carl Reiner,Universal Pictures|Kings Road Entertainment|Thorn EMI Screen Entertainment,Fantasy|Comedy|Science Fiction|Romance,0.0,0.0,0.0,,0.35,6.2,34
The Natural,1984,Barry Levinson,TriStar Pictures,Drama,28.0,47.95,19.950000000000003,0.71,0.35,6.8,74
Revenge of the Nerds,1984,Jeff Kanew,Twentieth Century Fox Film Corporation|Interscope Communications|Zacharias-Buhai Productions,Comedy,0.0,0.0,0.0,,0.34,6.6,82
Children of the Corn,1984,Fritz Kiersch,Hal Roach Studios|Cinema Group|Planet Productions|Angeles Entertainment Group|Inverness Productions,Drama|Fantasy|Horror|Thriller,0.8,14.0,13.2,16.5,0.36,5.6,106
Frankenweenie,1984,Tim Burton,Walt Disney Pictures,Comedy|Family,0.0,0.0,0.0,,0.34,6.6,53
The Toxic Avenger,1984,Lloyd Kaufman|Michael Herz,Troma Entertainment,Science Fiction|Action|Comedy|Horror,0.0,0.0,0.0,,0.34,6.2,51
The Hills Have Eyes Part II,1984,Wes Craven,Castle Hill Productions|VTC,Horror,0.7,0.0,-0.7,-1.0,0.33,4.1,14
A Passage to India,1984,David Lean,Columbia Pictures|EMI Films Ltd.|Thorn EMI Screen Entertainment|Home Box Office,Drama|Adventure|History,8.0,27.19,19.19,2.4,0.33,6.7,23
Streets of Fire,1984,Walter Hill,Universal Pictures,Action|Thriller|Music,14.5,8.09,-6.41,-0.44,0.3,6.7,48
Stop Making Sense,1984,Jonathan Demme,Talking Heads|Arnold Stiefel Company,Documentary|Music,1.2,4.98,3.7800000000000002,3.15,0.28,8.4,23
Savage Streets,1984,Danny Steinmann,Ginso Investment Corp,Horror|Action|Crime|Thriller,0.0,0.0,0.0,,0.28,6.2,18
Cloak & Dagger,1984,Richard Franklin,Universal Pictures,Adventure|Action|Family,0.0,0.0,0.0,,0.27,6.1,20
Johnny Dangerously,1984,Amy Heckerling,20th Century Fox|Edgewood Productions,Action|Comedy|Thriller|Crime,0.0,0.0,0.0,,0.26,6.5,21
Cannonball Run II,1984,Hal Needham,Golden Harvest Company|Warner Bros.,Action|Adventure|Comedy,0.0,28.08,28.08,,0.26,5.6,37
Breakin',1984,Joel Silberg,Metro-Goldwyn-Mayer (MGM)|Golan-Globus Productions,Music,0.0,0.0,0.0,,0.26,5.5,11
Rhinestone,1984,Bob Clark,20th Century Fox,Comedy,28.0,0.0,-28.0,-1.0,0.26,5.3,15
Crimes of Passion,1984,Ken Russell,New World Pictures|Planet Productions|China Blue Productions,Drama|Thriller|Romance,0.0,0.0,0.0,,0.26,6.3,15
Breakin' 2: Electric Boogaloo,1984,Sam Firstenberg,TriStar Pictures|Cannon Films,Drama|Music,0.0,0.0,0.0,,0.19,5.6,10
"Silent Night, Deadly Night",1984,Charles E. Sellier Jr.,TriStar Pictures,Thriller|Horror,1.065,0.0,-1.065,-1.0,0.24,4.9,31
Suburbia,1984,Penelope Spheeris,New World Pictures,Drama|Music,0.0,0.0,0.0,,0.24,5.9,10
Hot Dog... The Movie,1984,Peter Markle,United Artists|HOT DOG PARTNERSHIP PRODUCTIONS,Comedy,0.0,0.0,0.0,,0.23,4.4,12
The Philadelphia Experiment,1984,Stewart Raffill,New World Pictures|Cinema Group Ventures,Adventure|Drama|Fantasy|Romance|Science Fiction,0.0,0.0,0.0,,0.23,5.8,49
Tank,1984,Marvin J. Chomsky,Lorimar Film Entertainment,Action|Adventure|Comedy|Drama|Thriller,0.0,14.13,14.13,,0.22,6.0,15
A Soldier's Story,1984,Norman Jewison,Columbia Pictures Corporation,Drama|Mystery|War,0.0,0.0,0.0,,0.22,5.6,25
Firestarter,1984,Mark L. Lester,Universal Pictures|Dino De Laurentiis Company,Fantasy|Drama|Horror|Action|Thriller,0.0,0.0,0.0,,0.21,5.9,68
Threads,1984,Mick Jackson,Unknown,Drama|Science Fiction,0.0,0.0,0.0,,0.21,6.3,13
Bolero,1984,John Derek,Golan-Globus,Drama|Romance,7.0,0.0,-7.0,-1.0,0.2,4.5,10
Rats - Notte di terrore,1984,Bruno Mattei|Claudio Fragasso,Beatrice Film,Horror|Science Fiction,0.0,0.0,0.0,,0.2,4.4,11
Runaway,1984,Michael Crichton,TriStar Pictures,Thriller|Crime|Science Fiction,0.0,0.0,0.0,,0.19,4.7,31
C.H.U.D.,1984,Douglas Cheek,New World Pictures,Horror|Science Fiction,1.25,3.41,2.16,1.73,0.2,4.5,22
Ghoulies,1984,Luca Bercovici,Empire Pictures,Comedy|Horror|Fantasy,1.0,35.0,34.0,34.0,0.18,3.6,22
Places in the Heart,1984,Robert Benton,TriStar Pictures|Delphi II Productions,Drama|Family,0.0,0.0,0.0,,0.21,5.7,13
Best Defense,1984,Willard Huyck,Paramount Pictures|Cinema Group Ventures,Action|Comedy,18.0,19.27,1.2699999999999996,0.07,0.17,3.8,10
The Pope of Greenwich Village,1984,Stuart Rosenberg,United Artists,Drama|Action|Comedy|Crime,0.0,0.0,0.0,,0.2,5.9,13
Airwolf: The Movie,1984,Donald P. Bellisario,Unknown,Adventure|Action|Thriller|Science Fiction,0.0,0.0,0.0,,0.15,4.9,12
The Ice Pirates,1984,Stewart Raffill,JF Productions|Metro-Goldwyn-Mayer (MGM),Action|Science Fiction|Comedy,9.0,0.0,-9.0,-1.0,0.2,5.0,22
Razorback,1984,Russell Mulcahy,McElroy & McElroy|UAA Films|Western Film Productions,Horror,5.5,0.8,-4.7,-0.85,0.14,5.6,13
The Lonely Guy,1984,Arthur Hiller,Universal Pictures|Aspen Film Society,Comedy|Romance,0.0,0.0,0.0,,0.06,6.2,13
Forbrydelsens element,1984,Lars von Trier,Unknown,Crime|Drama|Science Fiction|Thriller,0.0,0.0,0.0,,0.14,5.7,15
Broadway Danny Rose,1984,Woody Allen,Orion Pictures Corporation,Comedy,8.0,10.6,2.5999999999999996,0.32,0.13,6.6,41
Gwendoline,1984,Just Jaeckin,Films de L'Alma|G.P.F.I.|Parafrance Films,Adventure|Fantasy|Thriller,0.0,1.34,1.34,,0.13,3.9,11
Ninja III: The Domination,1984,Sam Firstenberg,Golan-Globus|Cannon Films,Horror|Action,0.0,0.0,0.0,,0.13,4.8,10
The Times of Harvey Milk,1984,Rob Epstein,Unknown,Documentary,0.0,0.0,0.0,,0.13,6.3,11
Beat Street,1984,Stan Lathan,Orion Pictures,Music|Family|Drama,0.0,0.0,0.0,,0.12,6.5,11
Electric Dreams,1984,Steve Barron,Virgin,Comedy,0.0,0.0,0.0,,0.11,5.6,11
The Hit,1984,Stephen Frears,Zenith Entertainment|Central|Recorded Picture Company (RPC),Drama|Action|Thriller|Crime,0.0,0.0,0.0,,0.09,6.3,13
Under the Volcano,1984,John Huston,Conacite Uno|Ithaca,Drama,0.0,0.0,0.0,,0.08,6.4,11
The Company of Wolves,1984,Neil Jordan,Palace Pictures|Incorporated Television Company (ITC),Fantasy|Horror|Science Fiction,2.0,0.0,-2.0,-1.0,0.06,6.6,14
Return of the Jedi,1983,Richard Marquand,Lucasfilm|Twentieth Century Fox Film Corporation,Adventure|Action|Science Fiction,32.35,572.7,540.35,16.7,4.83,7.8,3101
Scarface,1983,Brian De Palma,Universal Pictures,Action|Crime|Drama|Thriller,25.0,65.88,40.879999999999995,1.64,3.18,7.8,1741
Never Say Never Again,1983,Irvin Kershner,PSO International|TaliaFilm II Productions|Woodcote,Adventure|Action|Thriller,36.0,160.0,124.0,3.44,1.77,5.8,183
Octopussy,1983,John Glen,Eon Productions,Adventure|Action|Thriller,27.5,183.7,156.2,5.68,1.58,5.9,289
A Christmas Story,1983,Bob Clark,Metro-Goldwyn-Mayer (MGM)|Christmas Tree Films,Comedy|Family,0.0,19.29,19.29,,1.49,7.1,186
Superman III,1983,Richard Lester,Warner Bros.|Dovemead Films|Cantharus Productions,Comedy|Action|Adventure|Fantasy|Science Fiction,39.0,75.8,36.8,0.94,1.26,4.7,239
Trading Places,1983,John Landis,Paramount Pictures|Cinema Group Ventures,Comedy|Drama,40.6,90.4,49.800000000000004,1.23,1.12,6.9,353
WarGames,1983,John Badham,United Artists|Sherwood Productions,Thriller|Science Fiction,12.0,79.57,67.57,5.63,1.11,6.8,257
National Lampoon's Vacation,1983,Harold Ramis,Warner Bros.,Comedy|Adventure|Romance,15.0,61.4,46.4,3.09,1.07,6.9,201
Jaws 3,1983,Joe Alves,Universal Pictures|Alan Landsburg Productions,Horror,20.5,87.99,67.49,3.29,1.07,4.2,124
The Meaning of Life,1983,Terry Jones|Terry Gilliam,Universal Pictures|Celandine Films|The Monty Python Partnership,Comedy,0.0,0.0,0.0,,0.94,6.9,293
Terms of Endearment,1983,James L. Brooks,Paramount Pictures,Drama|Comedy,8.0,0.0,-8.0,-1.0,0.81,6.3,74
Private School,1983,Noel Black,Universal Pictures|Unity Productions,Comedy|Romance,0.0,0.0,0.0,,0.77,4.5,12
Sudden Impact,1983,Clint Eastwood,Warner Bros.,Action|Crime|Thriller,22.0,67.64,45.64,2.07,0.77,6.6,78
Risky Business,1983,Paul Brickman,"Geffen Company, The",Comedy|Romance,6.2,63.54,57.339999999999996,9.25,0.7,6.3,164
The Right Stuff,1983,Philip Kaufman,Warner Bros.|The Ladd Company,Drama|History,27.0,21.5,-5.5,-0.2,0.68,7.2,120
Breathless,1983,Jim McBride,Orion Pictures|Breathless Associates|Miko Productions,Action|Drama|Romance|Thriller,0.0,19.91,19.91,,0.66,5.8,32
Yellowbeard,1983,Mel Damski,Hemdale Film Corporation|Yellowbeard Associates,Comedy|Adventure,0.0,4.3,4.3,,0.6,5.9,18
Mickey's Christmas Carol,1983,Burny Mattinson,Walt Disney Pictures,Family|Animation,3.0,21.0,18.0,6.0,0.59,7.4,89
Still Smokin,1983,Tommy Chong,Paramount Pictures,Comedy,0.0,15.54,15.54,,0.59,5.3,12
The Hunger,1983,Tony Scott,Metro-Goldwyn-Mayer (MGM)|Peerford Ltd.,Horror|Thriller|Romance,0.0,5.98,5.98,,0.58,6.5,47
Christine,1983,John Carpenter,Columbia Pictures,Mystery|Drama|Horror|Thriller,0.0,21.2,21.2,,0.56,6.4,176
The Outsiders,1983,Francis Ford Coppola,American Zoetrope|Warner Bros.,Crime|Drama,10.0,25.7,15.7,1.57,0.55,6.8,134
Porky's II: The Next Day,1983,Bob Clark,Twentieth Century Fox Film Corporation|Simon Reeves Landsburg Productions,Comedy,6.5,33.76,27.259999999999998,4.19,0.54,4.9,25
Under Fire,1983,Roger Spottiswoode,Orion Pictures,War|Drama,0.0,0.0,0.0,,0.51,7.2,16
The Man with Two Brains,1983,Carl Reiner,Warner Bros.,Comedy|Romance|Science Fiction,10.1,0.0,-10.1,-1.0,0.5,5.9,50
The Day After,1983,Nicholas Meyer,ABC Circle Films,Science Fiction|Drama,0.0,0.0,0.0,,0.49,6.7,39
Cujo,1983,Lewis Teague,TAFT Entertainment Pictures|Sunn Classic Pictures,Horror|Thriller,5.0,0.0,-5.0,-1.0,0.49,5.8,73
Yentl,1983,Barbra Streisand,United Artists|Barwood Films|Ladbroke,Music|Drama|Romance,12.0,30.4,18.4,1.53,0.48,6.2,28
Blue Thunder,1983,John Badham,Columbia Pictures Corporation|Rastar Pictures,Science Fiction|Action|Thriller|Crime|Drama,22.0,42.31,20.310000000000002,0.92,0.47,5.8,50
The Dead Zone,1983,David Cronenberg,Paramount Pictures|Lorimar Film Entertainment|Dino De Laurentiis Company,Thriller|Horror|Science Fiction,10.0,20.77,10.77,1.08,0.45,6.5,128
Valley Girl,1983,Martha Coolidge,Atlantic Entertainment Group|Valley 9000,Comedy|Romance,0.35,0.0,-0.35,-1.0,0.42,5.9,27
All the Right Moves,1983,Michael Chapman,Twentieth Century Fox Film Corporation|Lucille Ball Productions,Romance|Drama,0.0,17.23,17.23,,0.39,5.3,37
Zelig,1983,Woody Allen,Orion Pictures,Comedy,0.0,11.8,11.8,,0.39,7.1,73
Gorky Park,1983,Michael Apted,Orion Pictures|Eagle Associates,Thriller|Crime|Drama,0.0,16.18,16.18,,0.37,6.2,21
Screwballs,1983,Rafal Zielinski,Unknown,Comedy,0.0,0.0,0.0,,0.36,5.2,12
Flashdance,1983,Adrian Lyne,Paramount Pictures,Drama|Music|Romance,4.0,92.92,88.92,22.23,0.34,6.1,149
Silkwood,1983,Mike Nichols,ABC Pictures,Drama|Thriller,0.0,0.0,0.0,,0.34,6.2,29
Curse of the Pink Panther,1983,Blake Edwards,Blake Edwards,Comedy,0.0,4.49,4.49,,0.45,4.3,13
Smokey and the Bandit Part 3,1983,Dick Lowry,Universal Pictures,Action|Comedy|Crime,0.0,5.68,5.68,,0.34,4.8,22
Amityville 3-D,1983,Richard Fleischer,De Laurentiis Entertainment Group (DEG),Horror|Thriller,0.0,6.33,6.33,,0.34,3.9,15
Twilight Zone: The Movie,1983,John Landis|Steven Spielberg|George Miller|Joe Dante,Warner Bros.,Drama|Fantasy|Horror|Science Fiction|Thriller,10.0,29.45,19.45,1.94,0.32,6.0,63
To Be or Not to Be,1983,Alan Johnson,Twentieth Century Fox Film Corporation|Brooksfilms,Comedy,0.0,13.03,13.03,,0.32,7.2,25
Educating Rita,1983,Lewis Gilbert,Acorn Pictures,Drama|Comedy|Romance,0.0,0.0,0.0,,0.32,5.2,20
Krull,1983,Peter Yates,Columbia Pictures Corporation|Barclays Mercantile Industrial Finance,Fantasy|Action|Adventure,2.7e-05,0.0,-2.7e-05,-1.0,0.31,5.8,52
Rumble Fish,1983,Francis Ford Coppola,Universal Pictures,Action|Adventure|Crime|Drama|Romance,10.0,2.49,-7.51,-0.75,0.31,6.3,60
Staying Alive,1983,Sylvester Stallone,Paramount Pictures,Drama|Action|Music|Romance,22.0,64.89,42.89,1.95,0.31,4.8,46
Lone Wolf McQuade,1983,Steve Carver,1818|Lone Wolf McQuade Associates|Topkick Productions,Action|Thriller|Drama|Western|Crime,5.0,12.23,7.23,1.45,0.29,5.2,27
The Big Chill,1983,Lawrence Kasdan,Columbia Pictures,Comedy|Drama,0.0,0.0,0.0,,0.29,6.3,50
Psycho II,1983,Richard Franklin,Universal Pictures|Oak,Horror|Mystery|Thriller,5.0,34.72,29.72,5.94,0.28,6.0,43
Losin' It,1983,Curtis Hanson,Tijuana Productions|Tiberius Film Productions,Comedy,0.0,0.0,0.0,,0.26,4.5,13
V,1983,Kenneth Johnson,Warner Bros. Television,Drama|Science Fiction|Action|Adventure,0.0,0.0,0.0,,0.25,6.5,19
Videodrome,1983,David Cronenberg,Universal Pictures|Famous Players Ltd|Guardian Trust Company|Filmplan International II,Horror|Mystery|Science Fiction,5.952,2.12,-3.832,-0.64,0.25,6.8,180
Two of a Kind,1983,John Herzfeld,Twentieth Century Fox Film Corporation,Fantasy|Comedy|Science Fiction|Romance,0.0,23.65,23.65,,0.23,4.8,12
The Osterman Weekend,1983,Sam Peckinpah,20th Century Fox,Action|Drama|Thriller,0.0,6.49,6.49,,0.22,6.1,18
Deathstalker,1983,James Sbardellati,Palo Alto Productions|Aries CinematogrÃ¡fica Argentina,Action|Fantasy,0.0,8.89,8.89,,0.21,3.8,10
Michael Jackson's Thriller,1983,John Landis,Unknown,Horror|Music,1.1,0.0,-1.1,-1.0,0.21,8.1,30
Local Hero,1983,Bill Forsyth,Goldcrest Films International|Enigma Productions,Comedy|Drama,0.0,0.0,0.0,,0.21,7.3,29
Never Cry Wolf,1983,Carroll Ballard,Walt Disney Productions,Action|Adventure|Drama,0.0,0.0,0.0,,0.2,6.1,12
Fire and Ice,1983,Ralph Bakshi,Polyc International BV|Producers Sales Organization (PSO),Animation|Fantasy|Science Fiction,1.2,0.76,-0.43999999999999995,-0.37,0.2,6.1,20
Rock & Rule,1983,Clive A. Smith,Nelvana Limited,Action|Adventure|Animation|Fantasy|Science Fiction,8.0,0.0,-8.0,-1.0,0.2,6.1,14
The Star Chamber,1983,Peter Hyams,Twentieth Century Fox Film Corporation|Frank Yablans Presentations,Action|Crime|Drama|Thriller,0.0,0.0,0.0,,0.56,5.1,15
Bad Boys,1983,Rick Rosenthal,EMI Films,Crime|Drama|Thriller,0.0,9.19,9.19,,0.17,6.2,28
Brainstorm,1983,Douglas Trumbull,Metro-Goldwyn-Mayer (MGM),Science Fiction|Thriller,15.0,10.22,-4.779999999999999,-0.32,0.25,6.2,28
Class,1983,Lewis John Carlino,Orion Pictures,Comedy|Drama,0.0,0.0,0.0,,0.43,6.4,17
Strange Brew,1983,Rick Moranis|Dave Thomas,Metro-Goldwyn-Mayer (MGM),Comedy,0.0,0.0,0.0,,0.16,5.7,25
Acqua e sapone,1983,Carlo Verdone,Unknown,Drama|Family,0.0,0.0,0.0,,0.0,6.1,21
The Keep,1983,Michael Mann,Paramount Pictures|Associated Capital|Capital Equipment Leasing,Drama|Foreign|Horror,6.0,3.66,-2.34,-0.39,0.15,5.3,16
Eddie and the Cruisers,1983,Martin Davidson,Embassy Productions,Drama|Music,0.0,4.69,4.69,,0.15,6.9,17
Mr. Mom,1983,Stan Dragoti,Twentieth Century Fox Film Corporation|Aaron Spelling Productions|Sherwood Productions,Comedy|Drama|Family,0.0,64.78,64.78,,0.15,6.1,31
BMX Bandits,1983,Brian Trenchard-Smith,Nilsen Premiere,Adventure|Crime|Drama,0.980385,0.0,-0.980385,-1.0,0.14,7.0,13
Something Wicked This Way Comes,1983,Jack Clayton,Walt Disney Pictures|Bryna Productions,Fantasy|Mystery|Thriller,19.0,5.66,-13.34,-0.7,0.19,6.3,16
Sleepaway Camp,1983,Robert Hiltzik,American Eagle,Horror,0.35,0.0,-0.35,-1.0,0.38,6.3,42
Meantime,1983,Mike Leigh,Channel 4 Television Corporation|Central Productions|Mostpoint,TV Movie|Comedy|Drama,0.0,0.0,0.0,,0.08,5.5,11
The House on Sorority Row,1983,Mark Rosman,VAE Productions,Horror|Mystery|Thriller,0.425,10.6,10.174999999999999,23.94,0.09,5.5,11
Metalstorm: The Destruction of Jared-Syn,1983,Charles Band,Albert Band International Productions Inc.|Hollywood Films,Fantasy|Science Fiction,0.0,0.0,0.0,,0.09,2.7,10
Hercules,1983,Luigi Cozzi,Golan-Globus Productions|Cannon Italia Srl,Action|Fantasy,0.0,10.68,10.68,,0.1,3.1,10
Uncommon Valor,1983,Ted Kotcheff,Paramount Pictures,Action|Adventure|Drama|Thriller,0.0,27.9,27.9,,0.07,6.1,20
Eddie Murphy: Delirious,1983,Bruce Gowers,HBO,Comedy,0.0,0.0,0.0,,0.03,7.3,65
Spacehunter: Adventures in the Forbidden Zone,1983,Lamont Johnson,Columbia Pictures Corporation|Delphi Productions|Zone Productions,Adventure|Science Fiction,15.0,16.5,1.5,0.1,0.02,5.1,17
Se7en,1995,David Fincher,New Line Cinema|Juno Pix|Cecchi Gori Pictures,Crime|Mystery|Thriller,33.0,327.31,294.31,8.92,4.77,7.9,3535
Toy Story,1995,John Lasseter,Walt Disney Pictures|Pixar Animation Studios,Animation|Comedy|Family,30.0,361.96,331.96,11.07,4.28,7.5,3141
The Usual Suspects,1995,Bryan Singer,Blue Parrot Productions|Bad Hat Harry Productions,Drama|Crime|Thriller,6.0,23.34,17.34,2.89,3.44,8.0,1942
Braveheart,1995,Mel Gibson,Icon Entertainment International|The Ladd Company|B.H. Finance C.V.,Action|Drama|History|War,72.0,210.0,138.0,1.92,2.53,7.5,2205
GoldenEye,1995,Martin Campbell,United Artists|Eon Productions,Adventure|Action|Thriller,58.0,352.19,294.19,5.07,2.44,6.4,741
Jumanji,1995,Joe Johnston,TriStar Pictures|Teitler Film|Interscope Communications,Adventure|Fantasy|Family,65.0,262.8,197.8,3.04,2.25,6.6,1105
Die Hard: With a Vengeance,1995,John McTiernan,Twentieth Century Fox Film Corporation|Cinergi Pictures Entertainment,Action|Thriller,90.0,366.1,276.1,3.07,2.23,6.7,1358
Species,1995,Roger Donaldson,Metro-Goldwyn-Mayer (MGM),Science Fiction|Horror|Action,35.0,113.0,78.0,2.23,2.22,5.2,225
Twelve Monkeys,1995,Terry Gilliam,Universal Pictures|Atlas Entertainment|Classico,Science Fiction|Thriller|Mystery,29.5,168.84,139.34,4.72,2.21,7.2,1439
Apollo 13,1995,Ron Howard,Imagine Entertainment|Universal Pictures,Drama,52.0,355.24,303.24,5.83,2.19,7.1,1002
Bad Boys,1995,Michael Bay,Columbia Pictures|Don Simpson/Jerry Bruckheimer Films,Adventure|Drama|Action|Comedy|Thriller,19.0,141.41,122.41,6.44,1.96,6.4,1134
Pocahontas,1995,Mike Gabriel|Eric Goldberg,Walt Disney Pictures|Walt Disney Feature Animation,Adventure|Animation|Drama|Family,55.0,346.08,291.08,5.29,1.91,6.6,795
Heat,1995,Michael Mann,Regency Enterprises|Forward Pass|Warner Bros.,Action|Crime|Drama|Thriller,60.0,187.44,127.44,2.12,1.85,7.5,1104
Before Sunrise,1995,Richard Linklater,Detour Film Production,Drama|Romance,2.5,5.54,3.04,1.22,1.71,7.6,554
Judge Dredd,1995,Danny Cannon,Hollywood Pictures|Cinergi Pictures Entertainment,Science Fiction,90.0,113.49,23.489999999999995,0.26,1.65,5.2,339
Batman Forever,1995,Joel Schumacher,Warner Bros.|Polygram Filmed Entertainment,Science Fiction|Fantasy|Action|Crime,100.0,336.53,236.52999999999997,2.37,1.59,5.2,868
Casino,1995,Martin Scorsese,Universal Pictures|LÃ©gende Entreprises|Syalis DA|De Fina-Cappa,Drama|Crime,52.0,116.11,64.11,1.23,1.55,7.6,699
Clueless,1995,Amy Heckerling,Paramount Pictures,Drama|Comedy|Romance,12.0,0.0,-12.0,-1.0,1.44,6.9,443
Babe,1995,Chris Noonan,Universal Pictures|Kennedy Miller Productions,Fantasy|Drama|Comedy|Family,30.0,254.13,224.13,7.47,1.36,5.9,387
Casper,1995,Brad Silberling,Universal Pictures|Amblin Entertainment|The Harvey Entertainment Company,Fantasy|Comedy|Family,50.0,287.93,237.93,4.76,1.28,5.9,561
It Takes Two,1995,Andy Tennant,Warner Bros. Pictures|Rysher Entertainment,Comedy|Family|Romance,0.0,0.0,0.0,,1.26,6.1,72
Four Rooms,1995,Allison Anders|Alexandre Rockwell|Robert Rodriguez|Quentin Tarantino,Miramax Films|A Band Apart,Comedy,4.0,4.3,0.2999999999999998,0.07,1.23,6.4,293
Waterworld,1995,Kevin Reynolds,Universal Pictures|Gordon Company|Davis Entertainment|Licht/Mueller Film Corporation,Adventure|Action,175.0,264.22,89.22000000000003,0.51,1.23,5.8,557
A Goofy Movie,1995,Kevin Lima|Paul Brizzi,Walt Disney Pictures,Romance|Animation|Family|Comedy|Adventure,0.0,35.35,35.35,,1.21,6.6,218
Ace Ventura: When Nature Calls,1995,Steve Oedekerk,O Entertainment|Morgan Creek Productions,Comedy,30.0,212.39,182.39,6.08,1.17,6.0,583
The Bridges of Madison County,1995,Clint Eastwood,Amblin Entertainment|Malpaso Productions|Warner Bros.,Drama|Romance,24.0,182.02,158.02,6.58,1.17,6.9,189
Leaving Las Vegas,1995,Mike Figgis,United Artists|Intial Productions,Drama|Romance,3.6,49.8,46.199999999999996,12.83,1.16,6.9,184
The Net,1995,Irwin Winkler,Columbia Pictures,Crime|Drama|Mystery|Thriller|Action,22.0,1106.28,1084.28,49.29,1.14,5.6,201
